date,BL01start,BL02start,BL03start,BL04start,BL05start,BL06start,BL07start,BL08start,BL09start,BL10start,BL11start,BL12start,BL13start,BL14start,BL15start,BL16start,BL17start,BL18start,BL19start,BL20start,BL21start,BL22start,BL23start,BR01start,BR02start,BR03start,BR04start,BR05start,BR06start,BR07start,BR08start,BR09start,BR11start,BR12start,BR13start,BR14start,BR15start,BR16start,BR17start,BR18start,BR19start,BR20start,BR21start,BR22start,BR23start,G01start,G02start,G03start,G03Astart,G04start,G05start,G06start,G07start,G08start,G09start,G10start,G11start,G13start,G14start,G15start,G17start,G18start,G19start,O01start,O02start,O03start,O04start,O06start,O09start,O10start,O11start,O12start,O13start,O14start,O15start,O16start,O17start,O18start,O19start,O20start,O21start,OO50start,OO51start,OO52start,OO53start,OO54start,R02start,R03start,R04start,R06start,R09start,R12start,R14start,R15start,R16start,R17start,R18start,R19start,R20start,R21start,R22start,R22Astart,R23start,R24start,R25start,R26start,R27start,R28start,BL01end,BL02end,BL03end,BL04end,BL05end,BL06end,BL07end,BL08end,BL09end,BL10end,BL11end,BL12end,BL13end,BL14end,BL15end,BL16end,BL17end,BL18end,BL19end,BL20end,BL21end,BL22end,BL23end,BR01end,BR02end,BR03end,BR04end,BR05end,BR06end,BR07end,BR08end,BR09end,BR11end,BR12end,BR13end,BR14end,BR15end,BR16end,BR17end,BR18end,BR19end,BR20end,BR21end,BR22end,BR23end,G01end,G02end,G03end,G03Aend,G04end,G05end,G06end,G07end,G08end,G09end,G10end,G11end,G13end,G14end,G15end,G17end,G18end,G19end,O01end,O02end,O03end,O04end,O06end,O09end,O10end,O11end,O12end,O13end,O14end,O15end,O16end,O17end,O18end,O19end,O20end,O21end,OO50end,OO51end,OO52end,OO53end,OO54end,R02end,R03end,R04end,R06end,R09end,R12end,R14end,R15end,R16end,R17end,R18end,R19end,R20end,R21end,R22end,R22Aend,R23end,R24end,R25end,R26end,R27end,R28end
2017-01-11,7687,11387,7182,21712,22821,29134,35943,43439,26227,29294,67361,132126,22973,32620,46368,37587,21778,56740,20568,17150,14503,15701,31261,6711,4785,2651,15063,3275,4205,11939,15445,25650,38878,16446,5146,10628,12565,18204,16058,5704,8320,3401,8781,8151,5152,13188,11285,17025,2827,22612,16931,9574,27493,18680,33372,30287,9866,8253,36817,39047,23085,22674,24034,22455,25798,27549,35911,24962,28243,18004,26437,13459,9226,10182,4706,4526,5606,11107,12426,9264,9720,11750,12672,12230,12863,13061,12293,27983,17037,7523,24885,22857,26601,34249,29058,23714,13431,31715,7915,10037,17794,6833,3397,3033,12018,9597,7248,37105,7193,12110,6964,22067,20698,27766,39214,40491,26738,27712,67131,132215,24061,31852,46937,39764,23055,58676,20729,17002,15415,15428,29100,6725,4777,2161,15752,3044,3775,11600,15203,25778,40825,16288,5264,10857,12405,19270,16123,5401,8252,3165,8838,8438,4652,11602,11871,16717,2991,21727,17054,9056,26859,18648,33041,30092,10051,8400,37250,40630,24119,24025,22943,21711,25384,27744,36866,25466,29436,18004,25063,12098,9595,9845,4632,4310,4904,11934,13380,8568,8928,11851,12020,12667,13067,11904,10974,27601,17897,7063,26615,24500,27585,32783,29126,23831,12661,32888,7330,8727,19024,6307,3372,3158,12267,9948,6888,36341
2017-01-12,7616,11612,7073,21527,22864,29751,35898,43724,26179,31010,67225,135166,22706,33091,48734,38277,21737,59639,20710,17777,14806,16311,31117,6936,4644,2517,15438,3150,4252,12283,15898,26275,39462,16669,5630,11084,11549,18244,15947,5853,8148,3317,8765,8428,5207,13012,11127,17235,2289,22464,17362,9733,29701,19418,33298,30189,10004,8320,37321,39101,23700,22977,24096,22228,26019,27603,36365,24876,29378,18170,26419,13175,9318,10178,4719,4627,5557,11011,13382,9331,9716,11756,12532,12066,12737,13027,12011,29609,17201,7673,24334,22233,26937,34615,28822,23902,13252,32129,8040,10033,17999,6718,3498,3002,11856,9765,7146,37663,7267,12114,6948,21928,20779,27971,38932,40718,26798,29530,66975,135443,24209,32098,49550,40494,23232,61169,20721,17462,15714,15833,29147,6997,4670,2072,16074,3024,3802,11817,15480,26440,41949,16303,5491,11153,11404,19121,16286,5589,7955,3129,8832,8629,4927,11431,11747,16698,2438,21773,17276,9211,28169,19215,33353,29571,10212,8434,37806,41100,24845,24276,23259,21415,25414,27696,37420,25409,30756,18190,25000,11625,9414,9926,4770,4513,4910,11981,14198,8529,8986,11869,11784,12395,12910,11820,11060,30082,18213,7210,25950,24228,27487,32965,29028,23903,12618,32866,7472,8665,19618,6148,3499,3180,12511,10045,6985,36568
2017-01-13,8331,12269,7796,22821,24115,32252,41626,47766,28002,30632,78949,162073,25592,37763,56838,44363,24584,68186,23266,18964,16015,18060,35344,6164,4840,2684,18172,3560,4651,13300,17578,27809,43071,18224,6373,11790,14501,20644,17236,6468,9230,3312,9781,9048,5955,13283,12141,18261,2468,25073,19028,10909,37072,21995,36752,33169,10731,9899,42643,42121,26167,25233,24207,23500,28019,29079,39444,27256,31618,20108,28200,16501,10681,11055,5067,5114,6066,11586,15441,10299,10258,12970,13753,13737,13303,14019,11780,31979,19369,7641,25618,24341,27645,34813,31226,25669,14041,33717,8653,10327,18402,7821,3776,2939,12761,9763,7902,40607,7866,13403,7595,23359,21421,30552,45413,43862,28595,29155,80888,171370,26524,37153,57576,47555,26042,70171,23300,18962,16551,18499,33264,5797,4910,2172,17187,3257,4278,13194,16919,28061,45904,17845,6320,11107,13957,20946,17383,5982,9146,3075,9281,9221,5286,11794,12606,17804,2575,24134,18680,10530,34625,21418,36662,32157,11073,9901,44174,45136,27323,26436,23917,22680,27306,29655,40469,27815,33284,20478,27085,12576,11096,10665,5160,4976,5067,12725,15611,9294,9551,13055,13069,14242,13624,12992,10456,32345,20908,7485,27230,26382,28033,33022,30531,25584,13162,34250,7991,8853,19440,7267,3706,3118,12647,10099,6812,35969
2017-01-14,6056,9815,6379,18103,16877,29914,38389,37454,22975,29261,82398,163342,16165,35117,56961,42564,19638,58043,17158,15674,9959,12867,28176,5531,2892,1989,11375,2853,4081,9837,11935,16324,26196,11580,4480,7714,13343,7020,7999,4248,8283,2797,6585,7212,2501,11155,9764,14415,1959,17144,15425,9348,33185,20644,29523,25255,5201,8954,43208,22752,19011,17740,20139,19294,22351,24427,33996,24553,22246,14253,19855,14229,10395,9370,4154,2845,5271,9295,10490,8339,7896,11226,10716,11761,10956,11056,7762,29802,14054,8172,13731,20887,25811,36036,26114,21195,9922,26368,6446,7131,15057,8136,3369,1848,8516,8425,5869,34899,5815,10644,6273,17965,15021,28723,40349,33901,22948,28260,85876,167998,17022,34306,57768,45117,22078,59381,16933,15787,10054,13222,26867,5639,2980,1627,10768,2679,3819,9514,11507,17366,27862,11066,4994,7683,13812,7115,8146,3948,7681,2675,6132,7149,2443,10263,9904,13560,2213,16480,14984,8716,31349,20041,28977,24831,5409,9392,45167,24629,20090,18763,19557,18808,21149,24123,33659,24928,23130,14523,18927,11665,10418,9023,4259,2857,5004,10407,10225,7590,7560,11129,10020,12136,10766,9989,6978,30974,14928,8277,14549,22470,25894,34278,26326,21581,9427,26349,5699,5984,15746,8356,3370,1763,8706,8357,5623,32238
2017-01-15,5939,9111,5820,16035,13802,25321,36236,31017,18925,26972,70919,159719,12961,28841,46670,32738,15428,50484,14982,13178,8157,11932,21103,6301,2521,1690,8066,2289,3365,7256,9053,12563,19777,9387,4782,5944,12435,5094,5744,3541,6593,2551,5194,5503,2098,10444,8206,12808,1921,14919,13573,7998,28232,17275,22436,22400,4359,8543,35712,17833,11381,14932,16399,16536,18710,20484,28428,20681,19296,12616,18942,12651,8309,7833,3574,2638,5172,8105,8110,7390,7154,9457,8767,10015,9265,9566,7027,27146,10980,8015,10230,16257,23815,31383,22837,18437,7883,21568,5589,6263,13392,8171,2847,1583,7261,7151,5830,33021,5738,9352,5694,15977,12360,23817,36868,28592,18988,25807,72166,155904,13523,28010,46443,33812,17179,48805,15165,13634,8598,11676,20085,6588,2709,1444,9361,2242,3507,7276,8659,13301,20145,9157,4584,6448,12704,5355,6153,3817,6450,2689,5324,5774,1945,9747,8820,12499,2065,14897,13675,7903,27667,17494,22049,23467,4696,8848,36748,18832,12415,15763,15451,16476,17996,20694,29164,21384,19962,12982,17781,10265,8431,7909,3556,2529,5053,8787,8315,6756,6931,9611,8418,10183,9111,8856,6426,27561,11581,8378,10401,16861,23063,30066,23784,19173,7775,22761,5410,5510,14655,8428,2823,1663,7824,7367,5907,32365
2017-01-16,7897,11187,7137,21238,21778,30145,36597,39963,25699,29373,69415,144320,19536,31672,47838,38536,21532,58897,20487,17552,14187,15723,27737,5154,4540,2509,13513,3154,4139,11871,14175,25318,39187,16297,6099,8838,12142,16292,15682,5774,8120,3119,8314,8194,4996,12605,10806,16372,2151,21795,15738,9491,28965,18759,32241,28479,8826,9718,36378,38131,24368,23074,24175,21648,25363,26786,35707,24429,28741,17772,25906,14344,9450,9907,4619,4603,5200,10604,8457,9111,9387,11798,12409,11785,12453,12825,11422,30294,16652,7168,24860,23606,25337,31994,26149,23425,13373,30886,7371,9869,17411,7147,3488,2465,10805,9240,6949,33936,7506,11724,6970,21475,19664,27247,39523,38297,26284,28202,69831,141815,20533,31035,47997,40246,23095,59739,20709,17461,15060,15014,26532,5023,4574,2100,14166,2996,3873,11617,13732,25641,40955,15679,5837,8841,11877,17360,15862,5491,8025,2983,8483,8349,4701,11154,11352,16389,2305,21079,15860,9044,28010,19041,32247,28240,8855,9814,37423,39718,25457,24839,22999,20720,24808,26693,36987,24912,30082,17777,24667,12462,9724,9716,4708,4536,4597,11680,9033,8451,8702,11647,11772,12350,12613,11657,10271,30658,17753,6757,26473,25107,25577,30562,27019,23238,12684,32446,6779,8539,19008,6468,3345,2749,11458,9745,6862,33354
2017-01-17,7716,11392,7247,21678,21957,31322,36678,40789,26279,29719,69320,138771,21031,31329,49339,39843,22626,59514,21261,17261,14699,15975,34228,7484,4526,2640,13360,3316,4231,12007,14783,26149,39746,16291,5659,8686,12774,16906,15882,5720,8565,3382,8428,8450,5053,13100,11040,16818,2223,22842,16103,9897,29313,19358,32636,31446,9192,10168,37887,38455,24433,23154,24274,22141,26035,26349,36043,25402,28335,17883,25963,14453,9432,9930,4696,4722,5932,10921,8369,9036,9529,11705,12523,12042,12697,13125,12196,27876,17592,8189,25531,24521,26770,33372,27500,24424,13745,31749,8451,10311,18004,8047,3662,2832,12264,9392,7381,37291,7246,12121,6954,21896,19798,28387,39860,38945,26921,28312,69784,139754,21915,30790,49651,41976,23961,60513,21316,17000,15541,15768,32567,7696,4486,2223,13831,3107,3929,11567,14384,26386,42016,16246,5562,8836,12464,17799,16067,5593,8277,3294,8547,8419,4790,11611,11367,16573,2374,22228,15927,9389,28280,19127,32956,31260,9219,10370,38559,40405,25298,24506,23234,20930,25476,26933,36632,26083,29311,18074,24715,12761,9553,9749,4718,4568,4760,11741,8811,8470,8977,11796,11760,12379,12835,12180,11168,28061,18527,7672,27053,26512,27501,31691,28128,24364,13166,32659,7871,9076,19331,7080,3629,3100,12887,9902,7129,35817
2017-01-18,7831,11533,7235,22059,21997,30917,37552,41343,26961,29910,71333,140958,21184,32227,50717,41519,24001,59923,21170,18038,14948,16347,29365,7026,4644,2684,13414,3346,4405,12305,14979,26304,39261,16545,5488,8864,12193,17023,16403,5752,8470,3555,8967,8425,5207,13447,11342,16642,2415,23263,16019,9843,28612,19410,33094,32179,9058,10055,38369,39560,24841,23312,24496,22007,26423,28132,37110,24940,28936,18012,26620,14351,9520,10149,4777,4855,5320,11142,8133,9505,9614,12005,12905,12478,12946,13202,12046,28506,17666,8013,25614,25426,27912,33257,27539,26298,13774,32318,7865,9281,17852,7020,3625,2892,10714,9587,7521,35948,7461,12257,6950,22473,19563,28136,40540,39312,27443,28612,71258,141582,22180,31800,50788,43330,25032,61432,21378,17998,15766,15889,27708,7063,4678,2191,14091,3074,4008,11918,14252,26542,41921,16371,5465,8869,12156,17940,16366,5658,8416,3308,9058,8460,4979,11758,12054,16424,2472,22474,16021,9317,28082,19440,33223,31554,9224,10431,39605,41287,25893,24846,23417,21313,25588,27922,37944,25378,30212,18258,25348,12796,9748,9925,4785,4592,4757,11838,8944,8739,8869,12058,12037,12977,13050,11952,10988,29506,18600,7403,27055,27427,28178,31645,27898,26722,13085,33069,7402,7893,19252,6335,3568,3003,11186,10013,7026,34563
2017-01-19,8414,12394,7629,23520,22648,34499,40769,43097,28028,31317,86149,153139,21544,35166,54914,44156,24821,65656,22129,19223,15425,18155,31163,6755,4644,2706,14268,3376,4543,12624,15455,28875,41627,17209,5641,9259,13806,17054,16933,6897,9435,3466,9435,9727,5685,13725,11918,18297,2931,24547,17217,10470,31263,21084,34315,35024,9271,10466,41238,41679,27249,24652,25395,23158,27231,29515,39860,27062,29865,18898,28288,15020,10743,10828,5186,5135,5587,12223,8417,9833,10185,12732,13994,13296,13789,14416,12422,30811,18500,8609,25444,26939,28285,37218,29646,25364,14179,32795,8619,10596,18592,7618,3851,2986,12512,10075,7565,37773,7952,12884,7536,23808,20439,32118,44144,41424,28765,29680,87041,152734,23079,34159,55744,46142,26514,67281,22371,18723,16344,17092,29628,6711,4636,2210,14631,3230,4113,12222,14974,29052,44318,17045,5552,9225,13436,18171,17074,6358,9098,3250,9578,9807,5458,12140,12529,17504,2788,23713,16885,10055,30682,20833,34234,34504,9529,10554,42028,44027,28507,25869,24922,22281,26930,29198,40692,27717,31238,19031,26644,13714,11158,10603,5177,4925,4983,13030,9170,9132,9316,12710,12941,13728,13930,13269,11441,31025,19462,8056,27083,28892,28908,35198,30431,25395,13445,34118,8117,9403,20198,6833,3886,3164,12931,10561,7077,35581
2017-01-20,8489,12458,7849,23595,22420,34416,43612,44481,29059,31301,84616,174400,22745,37425,59267,46519,26170,70961,21635,18708,15831,17265,33325,6568,3924,2682,13768,3483,4750,13227,15517,27505,42236,17998,6418,9866,14630,17647,15344,6380,9493,3539,9919,8718,5671,13339,12357,18034,3252,24081,16750,10939,32402,21444,35571,35473,8754,11289,45021,42612,22909,24985,26052,23356,28552,29529,40588,27409,31179,18998,28512,15949,10768,10917,5112,5152,6402,12115,8762,10452,10365,12844,13516,13184,13903,14134,11995,47744,19261,8018,26514,25035,28508,37154,28244,26531,13792,32556,8779,10600,18974,7873,3949,2848,12210,9993,7501,35455,8033,12959,7522,23390,19847,31236,46301,41461,28830,29508,86705,178478,23833,37030,60733,50132,28718,73859,21670,18637,16385,17296,29732,6303,3978,2158,13729,3047,4327,12967,15224,28735,45507,17659,6112,9318,14298,18627,16061,6205,9019,3282,9215,8809,5292,11448,12358,17506,3297,23438,16605,10182,30939,21152,35579,35306,8833,11747,46746,46030,24481,27022,25526,22218,26902,29236,40644,28351,32663,19613,27413,13248,11068,10287,5030,5062,5449,12888,9382,9046,9387,12511,12601,13544,13534,12411,10746,47905,20758,7945,28704,27679,28694,35591,28999,26449,13052,33271,8112,9334,18695,7822,3918,2983,12388,10184,6907,33340
2017-01-21,6877,10061,6845,20194,16523,32468,40152,36163,23088,30577,87036,172241,15871,34316,58738,42258,20706,61638,17607,15753,9901,13370,22669,7156,3062,2183,9922,2817,4322,9692,10617,19250,25244,11708,4640,7383,14045,6652,8173,5567,8258,2880,6833,7488,2039,11907,9882,14831,3210,17758,15171,9200,30824,20995,29084,29964,5161,11769,43250,23634,19921,17766,21365,19791,22910,24310,34981,25494,22142,14354,21822,15327,9928,8541,4409,2999,4985,11362,7775,9110,8628,11318,10952,12227,12445,11580,9343,48540,14386,9952,14987,21538,27785,39520,26448,22073,10735,25970,6694,7352,15715,8334,3318,1796,8780,8731,5902,36218,6733,10986,6630,19669,14713,29666,40984,33990,23090,29093,90160,170882,17074,34015,60368,45325,23126,62020,16945,16142,10073,13633,20702,7452,2976,1907,9797,2734,3989,9421,10386,20068,27162,11231,4509,7221,14715,6681,8233,5203,7892,2970,6360,7339,2031,11324,10194,14162,3238,17091,15010,8614,30241,21055,28912,29392,5361,13026,46119,25076,21820,19183,20373,19391,21276,24021,34476,26183,23327,14811,20136,13167,10218,8303,4510,2947,4772,11821,8207,8271,8459,11105,10290,12305,11873,10766,8736,50643,15167,10137,15129,22611,27701,38024,27315,22201,10055,26891,6190,6220,16489,8643,3306,1815,9057,8562,5646,34522
2017-01-22,6541,9750,6141,17625,14004,28709,37177,31706,20187,28465,86358,167878,14533,31131,51309,35632,16919,55275,14961,14341,8785,14128,31445,8706,2796,1870,7863,2438,3801,7961,9560,14148,19588,10514,4472,6065,11623,5669,6585,3940,7022,3329,5680,6343,2303,11721,8614,12862,2165,15167,14483,8641,34736,19044,22981,34036,5827,10546,38846,16825,11402,15007,17759,17739,19674,21656,30969,23925,19141,12516,19540,14262,8540,7446,3728,2502,4299,9080,7026,8018,7760,9981,9477,10478,9969,9872,9027,45377,11687,11486,17078,17419,26115,35485,24439,21883,8025,21340,5733,6496,13985,8097,2811,1516,7470,7576,5504,37731,6437,10152,5980,17427,12821,26323,38767,30586,20467,27257,86007,169541,14996,30504,51324,37264,18896,53568,14914,14712,9412,13659,29824,9224,2842,1659,8382,2429,3739,7990,9311,14907,20324,10152,4227,6663,12171,5979,6688,3840,6825,3319,5512,6562,2087,11121,9229,12610,2324,15090,14843,8403,33748,19168,22758,33323,4944,11868,40303,17681,12298,15846,16697,17722,18884,21992,31203,24253,19562,12437,18529,12092,8785,7346,3685,2521,4072,9726,7267,7483,7535,9846,9062,10464,9812,9319,8902,46275,12503,11842,18521,17810,25664,34081,24961,23330,7816,22104,5457,5478,14586,8211,2707,1498,7924,7346,5492,35787
2017-01-23,8914,12285,7608,21555,22000,32737,39905,42445,27225,30408,78301,162210,20698,34686,54825,42317,24012,64235,20063,18023,14832,15685,29522,5846,3706,2584,13224,3983,4482,12249,14887,23282,39650,16841,6029,8526,12726,16955,14987,5236,8684,3256,8267,8231,5149,12761,11556,17276,2149,22090,15441,10227,29322,20239,34253,33035,8257,10936,40432,40425,21518,23591,25060,22247,26657,27284,37426,24528,29328,17384,25297,14731,10152,10026,4713,4682,5642,10884,8067,9941,9728,12051,12457,12344,12552,13412,11621,43757,17908,8498,25514,24387,26293,33937,26477,24586,12748,31532,8244,10145,17480,7089,3562,2812,11456,9287,7073,34205,8352,12501,7344,21644,19712,30228,43023,40285,27525,28893,78911,166215,21598,34179,55259,44941,26062,65180,20108,17813,15501,15168,27112,5716,3667,2131,13862,3636,4156,12026,14385,24625,42168,16284,5920,8598,12644,17766,15128,5033,8496,3043,7955,8319,4852,11234,11729,16869,2221,21296,15425,9591,28535,20054,34094,33281,8603,11504,41367,42462,22396,25011,23728,21315,25600,27153,38118,25465,30211,17649,24420,13031,10273,9640,4635,4525,4858,11614,8682,8994,8989,11901,11831,12448,12385,11696,10596,43240,18617,8461,27542,26655,26414,32209,27646,24439,12500,32320,7550,8785,18554,6718,3466,3019,11692,9526,6538,32699
2017-01-24,9273,12406,7509,21871,22134,33466,40478,42572,27577,30396,78300,158222,20157,35176,57127,44436,24615,66679,21083,18309,15226,15946,30134,7928,3763,2775,13226,4017,4498,12743,15156,24034,41207,17477,5693,8845,12123,17368,15359,5233,8906,3329,8317,8192,5363,12221,11977,17493,2149,22746,15857,10493,29755,21210,34824,35057,8537,11134,42149,39911,22438,24537,25108,22846,27105,28231,38241,25676,29423,17325,25486,14729,10212,10085,4775,4717,5621,11170,8047,9917,10100,12293,12504,12385,12797,13550,12040,41837,18184,9140,25873,24573,26430,34344,28680,25228,12900,32015,8294,10203,18018,7569,3678,2764,11580,9577,7290,33824,8624,12955,7207,21740,19607,30669,43945,40325,27416,28926,78294,167353,21325,34587,57422,46553,26220,67901,21263,17870,15736,16005,27760,7916,3684,2235,13238,3753,4157,12314,14663,24926,43520,17381,5648,8911,12309,18137,15655,5134,8624,2964,7906,8334,4921,10610,12180,17296,2297,21867,15538,9740,27964,21060,34599,36531,8798,11576,43022,42333,23376,25936,23958,21537,25816,27892,38524,26656,30621,17562,24525,13070,10402,9571,4727,4561,5122,11899,8440,8913,9017,12124,11776,12359,12632,11868,10929,41615,19165,9141,27384,26549,26717,32178,29984,25026,12458,32210,7599,8919,18978,7381,3503,2970,11724,9635,6872,32251
2017-01-25,9208,12338,7816,21483,21565,32664,39566,42938,27459,29448,76397,147675,20414,34250,56925,44679,23877,64020,21264,17902,15167,15913,29537,6135,3651,2584,12839,4036,4508,12329,14805,23087,39060,17008,5922,8278,13112,17201,15103,5141,8995,3338,8103,8186,5286,12078,11742,17802,2105,22389,15522,10485,29575,20331,33725,34836,7879,11009,41939,38254,20994,23940,23991,22774,27129,27995,37994,25018,29420,16797,25146,14030,10146,9591,4638,4669,5683,10768,7458,9656,9548,12133,12584,12324,12564,13212,11250,28211,18068,8943,24540,24264,25684,32638,26864,25261,12762,30849,8325,10208,18010,6662,3578,2912,11094,9417,7090,32378,8513,12697,7346,21044,18884,30064,44190,39834,27086,28083,76501,172078,21370,33418,58026,46713,25736,65670,21009,17248,15463,16822,27259,5819,3533,2074,12775,3733,4051,11783,13968,23894,41894,16643,5992,8005,13251,17754,15332,4813,8468,3045,7530,8153,4824,10303,11690,17033,2261,21173,15136,9657,26484,19519,32715,34657,8165,11500,43242,40885,21876,25344,23139,21131,25198,27206,37556,25804,30167,16979,23852,11966,10144,9017,4371,4473,4883,11287,7635,8375,8652,11793,11512,12366,12307,11377,10297,28455,18961,8819,26049,26346,25671,30394,27545,24978,11954,30880,7487,8605,19244,6309,3358,3011,11080,9292,6403,29737
2017-01-26,8137,10347,7007,19710,18632,28644,37479,38985,25280,27552,70321,125869,15538,28629,53496,39720,20065,57780,19135,17085,13487,14145,26592,5524,3008,2223,10864,2958,4287,10543,11693,18184,32332,14556,5676,7010,10614,14474,13524,4379,8249,3115,7305,7508,4251,10934,10354,15507,1986,18996,14239,9668,24157,17715,26756,29900,6514,9277,37092,31734,16771,20122,20942,21453,24089,25121,35098,22139,24733,14634,21351,12958,9511,8425,4080,4016,4568,9280,5976,8398,8329,11146,11216,11167,11378,11859,10079,25082,15490,8201,18868,20467,21758,29646,23026,23049,10659,26125,7521,8840,16210,5247,3131,2421,9697,8594,6502,30292,7563,10901,6389,18483,15474,25659,43194,34373,23606,25438,71479,172973,16300,28028,54327,42279,21241,62693,18027,15914,13256,19837,24109,5253,2865,1693,10150,2427,3564,9745,10812,18628,34772,13582,6023,6312,10991,14089,12646,3867,7099,2683,6372,6966,4072,8903,9764,14068,2014,17231,13219,8097,22011,16182,24996,29966,6598,10450,38548,34313,17589,20827,20755,19167,21368,22783,32198,22654,25761,14324,19728,10590,9245,7571,3933,3868,3984,9585,5989,7208,7359,10275,9783,10468,10725,9958,8860,24726,15512,8200,20365,21973,21668,28006,22918,22448,9580,25095,6669,7480,16138,5178,2967,2437,9477,8135,5521,26844
2017-01-27,3677,4709,3683,9587,6762,11352,15862,15620,10792,16688,31046,62555,5860,8654,20727,11264,5885,20625,8935,8099,4583,5404,8638,1868,1277,988,4245,1274,2695,4191,4061,6101,9102,4708,2955,2789,5064,2507,2899,1986,3920,1490,2715,3090,933,5788,4924,7140,1019,7953,6987,5129,8575,6640,9981,11931,1611,3087,13039,7076,4602,7476,7936,11051,10923,11705,17230,9855,8760,6735,7689,5607,4961,3711,1805,1321,2011,3909,2654,3943,4137,5671,5110,5201,5053,4494,4540,12551,5878,5489,3935,7703,9778,15065,10973,9930,4984,11184,3566,3394,7600,3485,1678,820,4100,4686,3648,19349,3465,5058,3336,8258,5722,9988,21325,13036,9333,16262,31263,95692,5846,7800,20764,11814,5751,22931,7557,7239,4106,9921,7965,1843,1341,823,4178,1064,2324,3676,3715,5850,9176,4225,3528,2532,5330,2238,2345,1701,3251,1273,2279,2763,864,5494,4864,6198,1052,7208,6177,4184,7350,5624,8781,11943,1555,3370,13190,7132,4786,7311,7991,9687,9410,9892,14973,9919,8591,6079,6406,4579,4522,3501,1686,1255,1766,4177,2581,3384,4027,5254,4479,4956,4553,3982,4091,11767,5581,5282,3634,7376,9715,14073,10767,9671,4241,10305,3123,2700,7975,3446,1712,820,3948,4180,3360,18244
2017-01-28,5883,8882,5475,13604,9507,20828,28080,22335,14244,59119,66933,109871,5560,15346,33513,17409,8793,44009,8248,11097,5612,9836,10957,17948,2752,1950,5080,1545,2995,5026,4638,6661,10598,6309,3266,2801,8721,2438,2929,2543,4856,3649,3325,3997,1222,16881,7116,9722,1486,9923,8569,5747,13554,7972,11001,14395,2295,4822,22791,9535,6747,8504,21792,16552,14606,15027,21908,12089,37045,7319,12135,7423,6604,5586,2962,1890,3106,7177,3697,5844,5947,8212,7681,7130,9430,6970,8525,23698,7318,6488,5028,11798,26073,34802,20599,13924,5761,14339,5222,7911,11225,8357,3058,2785,20677,6737,5492,66371,5311,8716,5214,13111,8412,19925,31303,20371,13740,59162,70234,119229,5615,14866,35440,18554,9906,43183,7749,10969,5489,10745,9812,19174,2490,1552,5149,1418,2832,4613,4156,7078,11097,5689,3492,2634,8999,2402,2769,2422,4483,3722,2979,4148,1248,15390,7272,8859,1587,9453,8663,5112,13110,7902,10669,14687,2378,4741,23764,9552,7039,8669,20945,15842,13433,14668,21415,12411,38179,6895,11190,6433,6879,5287,2935,1893,2818,7183,4057,5174,5769,7790,6955,7043,8861,6341,8902,24570,7325,6349,4753,12421,26054,34330,21791,13705,5414,14219,4626,7173,11505,8214,2724,3069,21048,6337,5512,64884
2017-01-29,6270,9078,5327,13638,9982,20496,31513,21747,14640,38529,65164,134749,6057,16504,34026,18563,10886,42621,9572,11246,6407,11329,12645,19167,3094,1716,5397,1747,2863,5462,4807,7751,12191,6370,4146,3016,8512,2880,3319,2694,5356,3917,3570,4151,1485,17606,7543,9963,1921,10540,9580,6193,14695,9528,11940,19186,2307,4881,23331,10526,6556,9293,20329,17111,15641,15658,23453,14857,19607,8171,13992,8214,7137,5544,2949,1870,2964,6995,4334,5918,6908,8837,7851,8300,8712,7360,8575,24895,8023,6728,5896,11277,25271,36879,21889,15186,6336,15994,5356,6933,12254,9564,2671,1988,14393,6824,5378,69376,5879,9078,5264,13617,9105,19653,32144,20412,14714,37995,67650,136411,6275,16053,35031,20104,12667,41909,9175,11667,6501,11535,11416,20160,2929,1297,5676,1662,2904,5115,4501,8396,12747,6164,3936,3206,9022,2959,3366,2766,5187,3866,3533,4288,1518,16726,8082,9360,1992,10363,9612,5709,14590,9235,11979,19855,2446,4755,23983,10948,7036,9611,18317,17105,14933,15807,23593,14944,19879,8040,13024,6654,7181,5526,2880,1802,2751,7428,4625,5614,6783,8695,7460,8437,8500,7101,8972,25395,8426,6825,5613,11972,25129,35609,23494,15632,6075,16326,4735,5987,12925,9575,2573,1885,14930,6569,5363,67763
